iter	Logloss
129	0.03457178922
130	0.03410367276
131	0.03370908992
132	0.03325280063
133	0.03268338412
134	0.03201483887
135	0.03161657718
136	0.03117211829
137	0.03075146971
138	0.03035618661
139	0.03011219418
140	0.02980606159
141	0.02940536289
142	0.02915470259
143	0.02881843359
144	0.02848056286
145	0.02799129046
146	0.02774914404
147	0.02735956227
148	0.02701185489
149	0.02665710631
150	0.02638732992
151	0.02610082873
152	0.02575291577
153	0.02543445892
154	0.02515789779
155	0.02479323484
156	0.02443405314
157	0.02417234293
158	0.02368532405
159	0.02334129216
160	0.02307662667
161	0.02280298447
162	0.02249174014
163	0.02223081537
164	0.02195572745
165	0.02175795025
166	0.02154583348
167	0.02131042926
168	0.02106495057
169	0.0208066297
170	0.02051334092
171	0.02026289501
172	0.01999584438
173	0.01984603808
174	0.01950883152
175	0.01932182314
176	0.01909391469
177	0.0189302822
178	0.01860468831
179	0.01838672394
180	0.01801476778
181	0.01782657574
182	0.01764618258
183	0.01744800539
184	0.01731715284
185	0.01710727196
186	0.01697406558
187	0.01682180449
188	0.01659215026
189	0.0164106374
190	0.01624373007
191	0.01605423262
192	0.01577083674
193	0.01562073289
194	0.01549112802
195	0.01533057127
196	0.01520714103
197	0.01508083587
198	0.01499463049
199	0.01486163598
200	0.01476623725
201	0.01467106593
202	0.01443060007
203	0.01433378135
204	0.01414720554
205	0.01400469886
206	0.01387770847
207	0.01367378564
208	0.01346274203
209	0.01332782744
210	0.01324435269
211	0.01306970736
212	0.01299363395
213	0.01291944131
214	0.01278431751
215	0.01267319632
216	0.012596589
217	0.0125136786
218	0.01243463179
219	0.01229986211
220	0.01219245633
221	0.01203619764
222	0.01190996676
223	0.01181540301
224	0.01166770932
225	0.01158873697
226	0.01148874414
227	0.01142710056
228	0.01136370886
229	0.01129801281
230	0.01119645416
231	0.01112183745
232	0.01103643278
233	0.010951011
234	0.01086215813
235	0.01077922734
236	0.01069803957
237	0.0105854255
238	0.01049408112
239	0.01043560441
240	0.01035323431
241	0.01027240328
242	0.01019799416
243	0.01013244375
244	0.01008179507
245	0.01002227184
246	0.009870295033
247	0.009732749041
248	0.009688649205
249	0.009603689743
250	0.009565756079
251	0.009518058634
252	0.009477161758
253	0.009430321663
254	0.009356920594
255	0.009291522524
256	0.009232473619
257	0.009167216821
258	0.009100368394
259	0.009047614533
260	0.009002830739
261	0.008913387519
262	0.008835647386
263	0.008736043328
264	0.008674366619
265	0.00860686505
266	0.008542867459
267	0.008502902925
268	0.008427613866
269	0.008369154547
270	0.008320031741
271	0.008264345569
272	0.008224171208
273	0.008183078999
274	0.008148122104
275	0.008105873469
276	0.008055855391
277	0.008002435704
278	0.007941165885
279	0.007899807831
280	0.007850856995
281	0.007760242947
282	0.007688127703
283	0.007644255412
284	0.007597167251
285	0.00754238979
286	0.00748911633
287	0.007427895454
288	0.007369556952
289	0.007298705228
290	0.00724938081
291	0.007166501422
292	0.007119853567
293	0.007086091905
294	0.007037911163
295	0.006995956885
296	0.006967706829
297	0.006935630836
298	0.006916102464
299	0.006877740088
300	0.006848873688
301	0.006801148912
302	0.006765436633
303	0.006742676063
304	0.006717143878
305	0.006656735429
306	0.006624056135
307	0.006579432629
308	0.006535823427
309	0.006491891376
310	0.006416633635
311	0.006343594121
312	0.00629144232
313	0.006255220989
314	0.006223692134
315	0.006150054086
316	0.006112144768
317	0.006081697522
318	0.00605357237
319	0.006025721776
320	0.005969862813
321	0.005946502483
322	0.005911180344
323	0.005863206315
324	0.005836233973
325	0.005800937774
326	0.005738190714
327	0.005676703745
328	0.005646561696
329	0.005624155185
330	0.005597680917
331	0.005568593099
332	0.005540770211
333	0.005509097854
334	0.005491990723
335	0.005469493827
336	0.005436665912
337	0.005406901381
338	0.005384948971
339	0.005342189519
340	0.00532297727
341	0.00529350603
342	0.005265106269
343	0.005240035641
344	0.005207576336
345	0.005176861252
346	0.005159392688
347	0.005138753593
348	0.005104536637
349	0.005085695471
350	0.005064153571
351	0.005042853488
352	0.005021800585
353	0.005001491915
354	0.004987855356
355	0.004963246019
356	0.004946819001
357	0.004934256176
358	0.004894699515
359	0.004877924237
360	0.004853625369
361	0.004829899974
362	0.004793385414
363	0.004759752475
364	0.0047440474
365	0.004682516102
366	0.004661867625
367	0.004647840337
368	0.004623600855
369	0.004606684887
370	0.004582543002
371	0.004547802118
372	0.004529102555
373	0.004500137607
374	0.004480940349
375	0.00445006771
376	0.004427416555
377	0.004407066782
378	0.004378360782
379	0.004350472035
380	0.004316213382
381	0.004290324351
382	0.004269649558
383	0.004246496116
384	0.004228728847
385	0.004192595617
386	0.004173269936
387	0.004154269448
388	0.004136765803
389	0.00412226647
390	0.004113853706
391	0.00409182758
392	0.004079148815
393	0.004040843401
394	0.004029820672
395	0.004019175066
396	0.004009270202
397	0.003993832604
398	0.003976282525
399	0.003964045535
400	0.003952888031
401	0.003944531989
402	0.003932901178
403	0.003923273276
404	0.003898927103
405	0.003883658048
406	0.003870379789
407	0.003855453342
408	0.00382856353
409	0.00381742051
410	0.003785988242
411	0.003766428098
412	0.003756212841
413	0.003739205095
414	0.003728028076
415	0.003714494687
416	0.003698436564
417	0.003685743282
418	0.003677986343
419	0.003662098716
420	0.003645789405
421	0.003633850608
422	0.003623369445
423	0.003611812258
424	0.003596281703
425	0.003580267252
426	0.00356829194
427	0.003545779805
428	0.003534681147
429	0.003522778069
430	0.00350796449
431	0.003499636936
432	0.003485763186
433	0.003475089613
434	0.00344836432
435	0.003434939063
436	0.003422312881
437	0.00341289682
438	0.003400617791
439	0.003393354896
440	0.003375548958
441	0.003360503983
442	0.003352041481
443	0.003338786562
444	0.003319207437
445	0.003300544506
446	0.003290194466
447	0.003278423037
448	0.00326501476
449	0.003245244589
450	0.003230181556
451	0.003216570772
452	0.00320600786
453	0.003200441868
454	0.003194542931
455	0.003182019465
456	0.003168401702
457	0.003159655144
458	0.003149641907
459	0.003132452855
460	0.003121767088
461	0.003114805549
462	0.003102147608
463	0.003093671062
464	0.003069465299
465	0.003049365892
466	0.003042338474
467	0.003035934636
468	0.003021029158
469	0.003013420966
470	0.002997244559
471	0.002991564047
472	0.002981522007
473	0.002973322197
474	0.002963428415
475	0.00294973301
476	0.002940214919
477	0.002929355873
478	0.00292162579
479	0.002900499741
480	0.00289417653
481	0.00288338326
482	0.002878649148
483	0.00287133016
484	0.002859476018
485	0.002852580908
486	0.002846801976
487	0.002838344835
488	0.002832275705
489	0.002821933493
490	0.002815925595
491	0.002805768938
492	0.002799559334
493	0.002789151593
494	0.002783235848
495	0.002776647237
496	0.002772256139
497	0.002762339032
498	0.002756468516
499	0.002748066594
500	0.00274003545
501	0.002730508501
502	0.002724730893
503	0.002718043274
504	0.002712755456
505	0.00270364955
506	0.002697557422
507	0.002691771642
508	0.002683682937
509	0.002677546638
510	0.002670211795
511	0.002660540654
512	0.002655308345
513	0.002649189979
514	0.002643921251
515	0.002633431993
516	0.002625953292
517	0.002618629773
518	0.002610982138
519	0.002602314382
520	0.002591053687
521	0.00258305434
522	0.002577285368
523	0.002568059287
524	0.002562287407
525	0.00255691828
526	0.002550383526
527	0.002546164418
528	0.002537101702
529	0.002531757206
530	0.002525352581
531	0.002520911436
532	0.002514327185
533	0.002504757554
534	0.002500617756
535	0.002495186552
536	0.00248868004
537	0.002483638662
538	0.002478616167
539	0.002474285925
540	0.002467937296
541	0.002463609672
542	0.002451882539
543	0.002442516018
544	0.002438803579
545	0.002425184493
546	0.002417626352
547	0.002411967987
548	0.002404594846
549	0.002396581489
550	0.002390780217
551	0.002385588456
552	0.002379842008
553	0.002372188047
554	0.002362765394
555	0.002355419796
556	0.0023472337
557	0.002343261593
558	0.002339126682
559	0.002329828831
560	0.002324252083
561	0.002319774042
562	0.002309488387
563	0.002305259457
564	0.002299266027
565	0.002289805401
566	0.002284818914
567	0.002279143569
568	0.002274151292
569	0.002267452917
570	0.002264259471
571	0.002259810464
572	0.002255636111
573	0.00224890467
574	0.002244100662
575	0.002231517437
576	0.002225184176
577	0.002220377309
578	0.002212849487
579	0.002208261838
580	0.002203161188
581	0.002191972646
582	0.002184195945
583	0.002180923712
584	0.002176104307
585	0.002173308651
586	0.002165143216
587	0.002161140427
588	0.002154936315
589	0.002147556718
590	0.002142228486
591	0.002138471047
592	0.002133737085
593	0.002128561425
594	0.002124532095
595	0.002119671906
596	0.002113084406
597	0.002103665255
598	0.00209764336
599	0.002084333192
600	0.002081330668
601	0.002070037496
602	0.00206341815
603	0.00205504434
604	0.002048501835
605	0.002043902841
606	0.002036560768
607	0.002033885272
608	0.002029835228
609	0.002025461212
610	0.002020387534
611	0.002016598062
612	0.002013642102
613	0.002010550914
614	0.002003610461
615	0.001998666028
616	0.001995547051
617	0.001990371739
618	0.001984158682
619	0.001979916707
620	0.001977573374
621	0.001975328256
622	0.001971444121
623	0.001968726711
624	0.001961222297
625	0.00195734944
626	0.001953156474
627	0.001949354328
628	0.001946072238
629	0.001938338592
630	0.001936294904
631	0.001933989095
632	0.001927596239
633	0.00192418899
634	0.001917620855
635	0.001914657038
636	0.001912098312
637	0.00190697437
638	0.001904417688
639	0.001900705248
640	0.001896258956
641	0.001892100163
642	0.00188674325
643	0.001882403543
644	0.001872900669
645	0.001869262405
646	0.001863651479
647	0.001860597772
648	0.001858997657
649	0.00185603681
650	0.001852854858
651	0.001851183166
652	0.001848460573
653	0.001846225264
654	0.001843339852
655	0.001833392783
656	0.001831261466
657	0.001827635135
658	0.001825680449
659	0.00182285485
660	0.001819805948
661	0.001816573418
662	0.001810312603
663	0.001806518614
664	0.001804378976
665	0.001801528761
666	0.001797502043
667	0.001794386679
668	0.001790503443
669	0.001785369862
670	0.001783016797
671	0.001778912731
672	0.001773943915
673	0.001771572281
674	0.001768641772
675	0.00176597254
676	0.001763150636
677	0.0017589469
678	0.001755454996
679	0.001750876957
680	0.001748846835
681	0.001746221541
682	0.001736250306
683	0.001733420403
684	0.001729565429
685	0.001727339866
686	0.00172574302
687	0.001723420105
688	0.001720200701
689	0.001716038194
690	0.001709499499
691	0.001704750952
692	0.001702095856
693	0.001697239976
694	0.00169368273
695	0.001691079057
696	0.001687733856
697	0.001685508264
698	0.001683053709
699	0.001678857792
700	0.001676090315
701	0.00167435203
702	0.001671749661
703	0.001668283338
704	0.001663081155
705	0.001660758453
706	0.001658444038
707	0.001651506399
708	0.001645888437
709	0.001642336905
710	0.001638947346
711	0.001636541853
712	0.001633734157
713	0.001631160155
714	0.001627060624
715	0.00162206769
716	0.001620373121
717	0.001616449322
718	0.001613202299
719	0.001611062767
720	0.001609449771
721	0.001604898158
722	0.001602372876
723	0.001595970516
724	0.001593735018
725	0.001590851862
726	0.001588037897
727	0.001586574266
728	0.001583605793
729	0.001580221764
730	0.00157840515
731	0.001573362463
732	0.00157023066
733	0.001568047755
734	0.001562622342
735	0.001559675944
736	0.001556158913
737	0.001553750976
738	0.001551164095
739	0.001548830614
740	0.001546448601
741	0.001544356349
742	0.001541129082
743	0.001537972876
744	0.001535039571
745	0.001531697853
746	0.001527463412
747	0.00152468221
748	0.001520202666
749	0.001517510755
750	0.001514772308
751	0.001512986873
752	0.001509655648
753	0.001502586138
754	0.001500539171
755	0.001497872996
756	0.001495756871
757	0.001492180849
758	0.001489583841
759	0.001487169742
760	0.001484829248
761	0.00148231235
762	0.001480624585
763	0.001477648994
764	0.001476293754
765	0.001473893491
766	0.001472330113
767	0.001469502978
768	0.00146827168
769	0.001465435993
770	0.001463836915
771	0.001461121393
772	0.001458486691
773	0.001454851812
774	0.001451707931
775	0.001447575888
776	0.001443664602
777	0.001441127204
778	0.001437053785
779	0.001430918583
780	0.001427993802
781	0.001426744655
782	0.001422620503
783	0.001419515552
784	0.001417926944
785	0.001415306112
786	0.00141307572
787	0.001411110114
788	0.001408225176
789	0.00140484502
790	0.001403323503
791	0.001401281906
792	0.001395307567
793	0.001391783446
794	0.001389605216
795	0.001387415613
796	0.001385326263
797	0.001383334414
798	0.001381755098
799	0.001377768696
800	0.001376481135
801	0.001375225454
802	0.001373055936
803	0.001371793343
804	0.001370198303
805	0.001368424686
806	0.001365464051
807	0.001362947584
808	0.001360730254
809	0.001356866698
810	0.00135443501
811	0.001352594621
812	0.001351096372
813	0.001348838698
814	0.001347365524
815	0.001344693375
816	0.001343725381
817	0.001342455564
818	0.001336798986
819	0.001334498784
820	0.001330972644
821	0.001327246784
822	0.001324161014
823	0.001322528074
824	0.001320173391
825	0.001318082365
826	0.001317003981
827	0.001315052694
828	0.0013116494
829	0.001309784522
830	0.001306780988
831	0.001305644404
832	0.001304536459
833	0.001303624328
834	0.001301563973
835	0.001296387609
836	0.001294604936
837	0.001291445562
838	0.001288102167
839	0.001285735135
840	0.001283731575
841	0.001282554116
842	0.001281407603
843	0.001279975121
844	0.001278060041
845	0.001276713914
846	0.001275104023
847	0.001273795483
848	0.001271617383
849	0.00127012676
850	0.001268152104
851	0.001266395888
852	0.001264182407
853	0.001262563756
854	0.001261536158
855	0.001260273672
856	0.001259086997
857	0.001256662747
858	0.001253892348
859	0.00125281989
860	0.001249611241
861	0.001248313326
862	0.001246933861
863	0.001245621178
864	0.001243737807
865	0.001242275021
866	0.001240336325
867	0.00123841925
868	0.001236735706
869	0.001235493595
870	0.001234403818
871	0.001232923312
872	0.001230972369
873	0.001229472183
874	0.001228366948
875	0.001226358075
876	0.001224895868
877	0.001223369334
878	0.001221798305
879	0.001219667722
880	0.001216566286
881	0.001215673515
882	0.001213848799
883	0.001212709192
884	0.001211746699
885	0.001210387658
886	0.001208865692
887	0.001207267015
888	0.001206298172
889	0.001204580499
890	0.001203232189
891	0.001202185017
892	0.001201072633
893	0.001198440675
894	0.001197273811
895	0.001196364785
896	0.001194744777
897	0.001193014354
898	0.001190175633
899	0.001188578893
900	0.001185817608
901	0.001184262966
902	0.001183022294
903	0.001182019263
904	0.00118027524
905	0.001179478435
906	0.001177980906
907	0.001175184317
908	0.001173576634
909	0.001171490148
910	0.001169919545
911	0.001168412371
912	0.001167439408
913	0.001164707123
914	0.001162990807
915	0.001161591474
916	0.001160498351
917	0.001159533863
918	0.001158687735
919	0.001157449367
920	0.001156079334
921	0.001154866547
922	0.001153421741
923	0.001151937328
924	0.001150915526
925	0.001149934995
926	0.001148752619
927	0.00114686766
928	0.001145951385
929	0.001143244174
930	0.001141586342
931	0.001140421366
932	0.001139022328
933	0.001137296498
934	0.0011360138
935	0.001134595401
936	0.001133743453
937	0.001132608918
938	0.001130717849
939	0.001129925376
940	0.001127671497
941	0.00112639815
942	0.001124300454
943	0.001121758777
944	0.001119736304
945	0.001118009016
946	0.001117016562
947	0.001116178958
948	0.001114980915
949	0.001113313733
950	0.001112691361
951	0.001111069335
952	0.001110228307
953	0.001109053556
954	0.001107297953
955	0.001104764432
956	0.001103235932
957	0.00110099759
958	0.001098620464
959	0.001096840979
960	0.001095523515
961	0.001094641712
962	0.001092362759
963	0.001090980402
964	0.00109016652
965	0.001089082292
966	0.001087905842
967	0.001086731941
968	0.001085459149
969	0.001083877767
970	0.001082393542
971	0.001081453574
972	0.001080103327
973	0.001078844429
974	0.001077178947
975	0.00107623611
976	0.001075483002
977	0.001073883794
978	0.001071669546
979	0.001070139848
980	0.001068984304
981	0.00106778389
982	0.001066574479
983	0.001065363629
984	0.001064694272
985	0.001063274303
986	0.001060931443
987	0.001059846471
988	0.001058734595
989	0.001058098518
990	0.001056807852
991	0.001055475749
992	0.001054456544
993	0.001053043293
994	0.001052170579
995	0.0010511246
996	0.001050408838
997	0.001049602977
998	0.001048181521
999	0.001046909873
